id	altmetric_id	authors	journal	type	doi	altmetric_score	date	pubyear	pubmonth	males	females	unknown	propmales	propfemales	propunknown	numauthors	firstgender	firstgenderprob	lastgender	lastgenderprob	authors_format	cleaned_authors
49197	10896913	"['Emily B. Graham', 'Joseph E. Knelman', 'Rachel S. Gabor', 'Shon Schooler', 'Diane M. McKnight', 'Diana Nemergut', 'DIANE M. MCKNIGHT', 'Diana R. Nemergut']"	bioRxiv	article	10.1101/072017	5.45	2016-08-29T00:00:00+00:00	2016	8	3	4	0	0.428571429	0.571428571	0	7	female	0.98	female	0.98	firstlast	"Emily Graham, Joseph Knelman, Rachel Gabor, Shon Schooler, Diane McKnight, DANE MCKNIGHT, Diana Nemergut"
50201	4229092	"['Iain Hrynaszkiewicz', 'Varsha Khodiyar', 'Andrew Hufton', 'Susanna-Assunta Sansone']"	bioRxiv	article	10.1101/021667	58.688	2015-06-30T00:00:00+00:00	2015	6	2	2	0	0.5	0.5	0	4	male	0.99	female	0.99	firstlast	"Iain Hrynaszkiewicz, Varsha Khodiyar, Andrew Hufton, Susanna-Assunta Sansone"
50551	24496854	"['Thorsteinn Bjornsson', 'Rosa B. Thorolfsdottir', 'Gardar Sveinbjornsson', 'Patrick Sulem', 'Gudmundur L. Norddahl', 'Anna Helgadottir', 'Solveig Gretarsdottir', 'Audur Magnusdottir', 'Ragnar Danielsen', 'Emil L. Sigurdsson', 'Berglind Adalsteinsdottir', 'Sverrir I. Gunnarsson', 'Ingileif Jonsdottir', 'David O. Arnar', 'Hrodmar Helgason', 'Tomas Gudbjartsson', 'Daniel F. Gudbjartsson', 'Unnur Thorsteinsdottir', 'Hilma Holm', 'Kari Stefansson']"	bioRxiv	article	10.1101/180794	4.5	2017-08-29T00:00:00+00:00	2017	8	0	1	19	0	0.05	0.95	20					unknown	"Thorsteinn Bjornsson, Rosa Thorolfsdottir, Gardar Sveinbjornsson, Patrick Sulem, Gudmundur Norddahl, Anna Helgadottir, Solveig Gretarsdottir, Audur Magnusdottir, Ragnar Danielsen, Emil Sigurdsson, Berglind Adalsteinsdottir, Sverrir Gunnarsson, Ingileif Jonsdottir, David Arnar, Hrodmar Helgason, Tomas Gudbjartsson, Daniel Gudbjartsson, Unnur Thorsteinsdottir, Hilma Holm, Kari Stefansson"
50671	4947584	"['F. Brouers', 'Tariq Al-Musawi']"	bioRxiv	article	10.1101/035774	0.5	2016-01-02T00:00:00+00:00	2016	1	1	0	1	0.5	0	0.5	2			male	0.98	firstlast	"F Brouers, Tariq Al-Musawi"
50773	26803857	"['Denise G. Lanza', 'Angelina Gaspero', 'Isabel Lorenzo', 'Lan Liao', 'Ping Zheng', 'Ying Wang', 'Yu Deng', 'Chonghui Cheng', 'Chuansheng Zhang', 'Matthew N. Rasband', 'John R. Seavitt', 'Francisco J. DeMayo', 'Jianming Xu', 'Mary E. Dickinson', 'Arthur L. Beaudet', 'Jason D. Heaney']"	bioRxiv	article	10.1101/195651	11.434	2017-09-29T00:00:00+00:00	2017	9	9	7	0	0.5625	0.4375	0	16	female	0.98	male	0.99	firstlast	"Denise Lanza, Angelina Gaspero, Isabel Lorenzo, Lan Liao, Ping Zheng, Ying Wang, Yu Deng, Chonghui Cheng, Chuansheng Zhang, Matthew Rasband, John Seavitt, Francisco DeMayo, Jianming Xu, Mary Dickinson, Arthur Beaudet, Jason Heaney"
53774	21550154	"['Man Lu', 'Zhiping Zhang', 'Jinjin Xu', 'Wenhua Cao', 'Minmin Miao']"	bioRxiv	article	10.1101/160051	1	2017-07-06T00:00:00+00:00	2017	7	4	1	0	0.8	0.2	0	5	male	0.89	female	0.59	lastfirst	"Man Lu, Zhiping Zhang, Jinjin Xu, Wenhua Cao, Minmin Miao"
54937	28233482	"['Eugene Ruby', 'Nathan Giles', 'Hakwan Lau']"	bioRxiv	article	10.1101/211805	8.5	2017-11-01T00:00:00+00:00	2017	11	2	1	0	0.666666667	0.333333333	0	3	male	0.95	female	0.77	firstlast	"Eugene Ruby, Nathan Giles, Hakwan Lau"
55092	20946705	"['Jonas Bybjerg-Grauholm', 'Christian Hagen', 'Vanessa F Goncalves', 'Marie Baekvad-Hansen', 'Christine Soeholm Hansen', 'Paula L Hedley', 'Jorgen K Kanters', 'Jimmi Nielsen', 'Michael Theisen', 'Ole Mors', 'James Kennedy', 'Thomas D Als', 'Alfonso Buil Demur', 'Thomas Werge', 'Merete Nordentoft', 'Anders Borglum', 'Preben Bo Mortensen', 'David Hougaard', 'Michael Christiansen']"	bioRxiv	article	10.1101/148494	3.75	2017-06-10T00:00:00+00:00	2017	6	14	5	0	0.736842105	0.263157895	0	19	male	0.99	male	0.99	firstlast	"Jonas Bybjerg-Grauholm, Christian Hagen, Vanessa Goncalves, Marie Baekvad-Hansen, Christine Soeholm, Paula Hedley, Jorgen Kanters, Jimmi Nielsen, Michael Theisen, Ole Mors, James Kennedy, Thomas Als, Alfonso Buil, Thomas Werge, Merete Nordentoft, Anders Borglum, Preben Bo, David Hougaard, Michael Christiansen"
55109	41878418	"['Ou Wang', 'Robert Chin', 'Xiaofang Cheng', 'Michelle Wu', 'Qing Mao', 'Jingbo Tang', 'Yuhui Sun', 'Han Lam', 'Dan Chen', 'Yujun Zhou', 'Linying Wang', 'Fei Fan', 'Yan Zou', 'Ellis Anderson', 'Yinlong Xie', 'Rebecca Zhang', 'Snezana Drmanac', 'Darlene Nguyen', 'Chongjun Xu', 'Christian Villarosa', 'Scott Gablenz', 'Nina Barua', 'Staci Nguyen', 'Wenlan Tian', 'Jia Liu', 'Jingwan Wang', 'Xiao Liu', 'Xiaojuan Qi', 'Ao Chen', 'He Wang', 'Yuliang Dong', 'Wenwei Zhang', 'Andrei Alexeev', 'Huanming Yang', 'Jian Wang', 'Karsten Kristiansen', 'Xun Xu', 'Radoje Drmanac', 'Brock Peters']"	bioRxiv	article	10.1101/324392	29.5	2018-05-17T00:00:00+00:00	2018	5	26	13	0	0.666666667	0.333333333	0	39	male	0.65	male	0.98	firstlast	"Ou Wang, Robert Chin, Xiaofang Cheng, Michelle Wu, Qing Mao, Jingbo Tang, Yuhui Sun, Han Lam, Dan Chen, Yujun Zhou, Linying Wang, Fei Fan, Yan Zou, Ellis Anderson, Yinlong Xie, Rebecca Zhang, Snezana Drmanac, Darlene Nguyen, Chongjun Xu, Christian Villarosa, Scott Gablenz, Nina Barua, Staci Nguyen, Wenlan Tian, Jia Liu, Jingwan Wang, Xiao Liu, Xiaojuan Qi, Ao Chen, He Wang, Yuliang Dong, Wenwei Zhang, Andrei Alexeev, Huanming Yang, Jian Wang, Karsten Kristiansen, Xun Xu, Radoje Drmanac, Brock Peters"
55213	41145564	"['Benjamin Hillmann', 'Gabriel A. Al-Ghalith', 'Robin Shields-Cutler', 'Qiyun Zhu', 'Daryl Gohl', 'Kenneth B Beckman', 'Rob Knight', 'Dan Knights']"	bioRxiv	article	10.1101/320986	105.2	2018-05-12T00:00:00+00:00	2018	5	7	1	0	0.875	0.125	0	8	male	0.99	male	0.95	firstlast	"Benjamin Hillmann, Gabriel Al-Ghalith, Robin Shields-Cutler, Qiyun Zhu, Daryl Gohl, Kenneth Beckman, Rob Knight, Dan Knights"
55963	41134747	"['Petteri Karisto', 'Susanne Dora', 'Alexey Mikaberidze']"	bioRxiv	article	10.1101/318204	3.1	2018-05-11T00:00:00+00:00	2018	5	2	1	0	0.666666667	0.333333333	0	3	male	0.99	male	1	firstlast	"Petteri Karisto, Susanne Dora, Alexey Mikaberidze"
56259	21233982	"['Adam S. Brown', 'Chirag J. Patel']"	bioRxiv	article	10.1101/152157	5.75	2017-06-21T00:00:00+00:00	2017	6	2	0	0	1	0	0	2	male	0.98	male	1	firstlast	"Adam Brown, Chirag Patel"
59095	21702917	"['Ben S. Wendel', 'Chenfeng He', 'Mingjuan Qu', 'Di Wu', 'Stefany M. Hernandez', 'Ke-Yue Ma', 'Eugene W. Liu', 'Jun Xiao', 'Peter D. Crompton', 'Susan K. Pierce', 'Pengyu Ren', 'Keke Chen', 'Ning Jiang']"	bioRxiv	article	10.1101/160978	4.85	2017-07-09T00:00:00+00:00	2017	7	11	2	0	0.846153846	0.153846154	0	13	male	0.95	male	0.68	lastfirst	"Ben Wendel, Chenfeng He, Mingjuan Qu, Di Wu, Stefany Hernandez, Ke-Yue Ma, Eugene Liu, Jun Xiao, Peter Crompton, Susan Pierce, Pengyu Ren, Keke Chen, Ning Jiang"
60293	16367511	"['Megan J Dobro', 'Catherine M Oikonomou', 'Aidan Piper', 'John Cohen', 'Kylie Guo', 'Taylor Jensen', 'Jahan Tadayon', 'Joseph Donermeyer', 'Yeram Park', 'Benjamin A Solis', 'Andreas Kjaer', 'Andrew I Jewett', 'Alasdair W McDowall', 'Songye Chen', 'Yi-Wei Chang', 'Jian Shi', 'Poorna Subramanian', 'Cristina V Iancu', 'Zhuo Li', 'Ariane Briegel', 'Elitza I Tocheva', 'Martin Pilhofer', 'Grant J Jensen']"	bioRxiv	article	10.1101/108191	126.564	2017-02-13T00:00:00+00:00	2017	2	15	7	1	0.652173913	0.304347826	0.043478261	23	female	0.96	male	0.99	firstlast	"Megan Dobro, Catherine Oikonomou, Aidan Piper, John Cohen, Kylie Guo, Taylor Jensen, Jahan Tadayon, Joseph Donermeyer, Yeram Park, Benjamin Solis, Andreas Kjaer, Andrew Jewett, Alasdair McDowall, Songye Chen, Yi-Wei Chang, Jian Shi, Poorna Subramanian, Cristina Iancu, Zhuo Li, Ariane Briegel, Elitza Tocheva, Martin Pilhofer, Grant Jensen"
61274	26702608	"['Koichi Yoneyama', 'Xiaonan Xie', 'Kaori Yoneyama', 'Takaya Kisugi', 'Takahito Nomura', 'Yoshifumi Nakatani', 'Kohki Akiyama', 'Christopher S. P. McErlean']"	bioRxiv	article	10.1101/195255	4.2	2017-09-28T00:00:00+00:00	2017	9	7	1	0	0.875	0.125	0	8	male	1	male	0.99	firstlast	"Koichi Yoneyama, Xiaonan Xie, Kaori Yoneyama, Takaya Kisugi, Takahito Nomura, Yoshifumi Nakatani, Kohki Akiyama, Christopher McErlean"
62989	25152993	"['Dominic Lee', 'Wilson Tan', 'George Anene', 'Peter Li', 'Tuan Danh', 'Zenia Tiang', 'Shi Ling Ng', 'Motakis Efthymios', 'Matias Autio', 'Jianming Jiang', 'Melissa Fullwood', 'Shyam Prabhakar', 'Roger Foo']"	bioRxiv	article	10.1101/187393	34.334	2017-09-12T00:00:00+00:00	2017	9	9	3	1	0.692307692	0.230769231	0.076923077	13	male	0.98	male	0.98	firstlast	"Dominic Lee, Wilson Tan, George Anene, Peter Li, Tuan Danh, Zenia Tiang, Shi Ling, Motakis Efthymios, Matias Autio, Jianming Jiang, Melissa Fullwood, Shyam Prabhakar, Roger Foo"
64903	35034154	"['Stefano Castellana', 'Tommaso Mazza', 'Daniele Capocefalo', 'Nikolai Genov', 'Tommaso Biagini', 'Caterina Fusilli', 'Felix Scholkmann', 'Angela Relogio', 'John Hogenesch', 'Gianluigi Mazzoccoli']"	bioRxiv	article	10.1101/197111	2.5	2018-03-30T00:00:00+00:00	2018	3	8	2	0	0.8	0.2	0	10	male	0.99	male	0.99	firstlast	"Stefano Castellana, Tommaso Mazza, Daniele Capocefalo, Nikolai Genov, Tommaso Biagini, Caterina Fusilli, Felix Scholkmann, Angela Relogio, John Hogenesch, Gianluigi Mazzoccoli"
65211	9000862	"['Andrew R Popchock', 'Kuo-Fu Tseng', 'Pan Wang', 'P. Andrew Karplus', 'Xin Xiang', 'Weihong Qiu']"	bioRxiv	article	10.1101/058602	3.6	2016-06-23T00:00:00+00:00	2016	6	4	1	0	0.8	0.2	0	5	male	0.77	male	0.68	firstlast	"Kuo-Fu Tseng, Pan Wang, Andrew Popchock, Xin Xiang, Weihong Qiu"
66995	20893746	"['Bart van Beusekom', 'Wouter G. Touw', 'Mahidhar Tatineni', 'Sandeep Somani', 'Gunaretnam Rajagopal', 'Jinquan Luo', 'Gary L. Gilliland', 'Anastassis Perrakis', 'Robbie P. Joosten']"	bioRxiv	article	10.1101/147231	17.55	2017-06-07T00:00:00+00:00	2017	6	8	0	1	0.888888889	0	0.111111111	9	male	0.99	male	0.96	firstlast	"Bart van, Wouter Touw, Mahidhar Tatineni, Sandeep Somani, Gunaretnam Rajagopal, Jinquan Luo, Gary Gilliland, Anastassis Perrakis, Robbie Joosten"
67776	29643377	"['Ricardo S Couto', 'Aline Martins', 'Monica Bolson', 'Rosana C Lopes', 'Eric C Smidt', 'Joao M. A. Braga']"	bioRxiv	article	10.1101/224790	2.5	2017-11-29T00:00:00+00:00	2017	11	3	3	0	0.5	0.5	0	6	male	0.99	male	0.98	firstlast	"Ricardo Couto, Aline Martins, Monica Bolson, Rosana Lopes, Eric Smidt, Joao Braga"
69383	4192315	"['Sigrun H. Jonasdottir', 'Andre W. Visser', 'Katherine Richardson', 'Michael R. Heath']"	bioRxiv	article	10.1101/021279	14.75	2015-06-19T00:00:00+00:00	2015	6	2	2	0	0.5	0.5	0	4	female	0.99	male	0.99	firstlast	"Sigrun Jonasdottir, Andre Visser, Katherine Richardson, Michael Heath"
71226	9004112	"['Zulfazal Ahmed', 'Prasida Holla', 'Imran Ahmad', 'Shahid Jameel']"	bioRxiv	article	10.1101/060434	1	2016-06-23T00:00:00+00:00	2016	6	4	0	0	1	0	0	4	male	0.98	male	0.98	lastfirst	"Zulfazal Ahmed, Prasida Holla, Imran Ahmad, Shahid Jameel"
72391	4658200	"['Johan D Carlin', 'Nikolaus Kriegeskorte']"	bioRxiv	article	10.1101/029603	10.8	2015-10-21T00:00:00+00:00	2015	10	2	0	0	1	0	0	2	male	0.99	male	0.98	firstlast	"Johan Carlin, Nikolaus Kriegeskorte"
73803	16454514	"['Eline R Kupers', 'Helena X Wang', 'Kaoru Amano', 'Kendrick N Kay', 'David J Heeger', 'Jonathan Winawer']"	bioRxiv	article	10.1101/108993	4.5	2017-02-15T00:00:00+00:00	2017	2	3	3	0	0.5	0.5	0	6	female	0.97	male	0.99	firstlast	"Eline Kupers, Helena Wang, Kaoru Amano, Kendrick Kay, David Heeger, Jonathan Winawer"
74280	42616745	"['Ivan Fernandez-Lamo', 'Daniel Gomez-Dominguez', 'Alberto Sanchez-Aguilera', 'Elena Cid', 'Manuel Valero', 'Liset Menendez de la Prida']"	bioRxiv	article	10.1101/331025	17.9	2018-05-25T00:00:00+00:00	2018	5	4	2	0	0.666666667	0.333333333	0	6	male	0.99	female	0.99	firstlast	"Ivan Fernandez-Lamo, Daniel Gomez-Dominguez, Alberto Sanchez-Aguilera, Elena Cid, Manuel Valero, Liset Menendez"
74360	26974793	"['Madhusudhan Srinivasan', 'Johanna Scheinost', 'Naomi Petela', 'Thomas Gligoris', 'Maria Wissler', 'Sugako Ogushi', 'James Collier', 'Menelaos Voulgaris', 'Alexander Kurze', 'Kok-Lung Chan', 'Bin Hu', 'Vincenzo Costanzo', 'Kim Nasmyth']"	bioRxiv	article	10.1101/197848	8.45	2017-10-03T00:00:00+00:00	2017	10	7	5	1	0.538461538	0.384615385	0.076923077	13			female	0.56	firstlast	"Madhusudhan inivasan, Johanna Scheinost, Naomi Petela, Thomas Gligoris, Maria Wissler, Sugako Ogushi, James Collier, Menelaos Voulgaris, Alexander Kurze, Kok-Lung Chan, Bin Hu, Vincenzo Costanzo, Kim Nasmyth"
74797	20306423	"['Christian Munck', 'Mostafa Ellabaan', 'Michael Schantz Klausen', 'Morten O. A. Sommer']"	bioRxiv	article	10.1101/140194	66.03	2017-05-19T00:00:00+00:00	2017	5	4	0	0	1	0	0	4	male	0.99	male	0.99	firstlast	"Christian Munck, Mostafa Ellabaan, Michael Schantz, Morten Sommer"
75314	34374560	"['Sungsik Kim', 'Soochi Kim', 'Jinhyun Kim', 'Boyun Kim', 'Se Ik Kim', 'Min A Kim', 'Sunghoon Kwon', 'Yong Sang Song']"	bioRxiv	article	10.1101/282277	3.85	2018-03-15T00:00:00+00:00	2018	3	3	5	0	0.375	0.625	0	8	female	0.56	male	0.88	lastfirst	"Sungsik Kim, Soochi Kim, Jinhyun Kim, Boyun Kim, Se Ik, Min Kim, Sunghoon Kwon, Yong Sang"
75736	38490080	"['Matthew D Young', 'Sam Behjati']"	bioRxiv	article	10.1101/303727	60.934	2018-04-20T00:00:00+00:00	2018	4	2	0	0	1	0	0	2	male	1	male	0.81	firstlast	"Matthew Young, Sam Behjati"
75801	14617562	"['Theodoros I. Roumeliotis', 'Steven Paul Williams', 'Emanuel Goncalves', 'Fatemeh Zamanzad Ghavidel', 'Nanne Aben', 'Magali Michaut', 'Michael Schubert', 'James C. Wright', 'Mi Yang', 'Clara Alsinet', 'Rodrigo Dienstmann', 'Justin Guinney', 'Pedro Beltrao', 'Alvis Brazma', 'Oliver Stegle', 'David J. Adams', 'Lodewyk Wessels', 'Julio Saez-Rodriguez', 'Ultan McDermott', 'Jyoti S. Choudhary']"	bioRxiv	article	10.1101/092767	8.25	2016-12-09T00:00:00+00:00	2016	12	14	6	0	0.7	0.3	0	20	male	0.99	female	0.81	firstlast	"Theodoros Roumeliotis, Steven Paul, Emanuel Goncalves, Fatemeh Zamanzad, Nanne Aben, Magali Michaut, Michael Schubert, James Wright, Mi Yang, Clara Alsinet, Rodrigo Dienstmann, Justin Guinney, Pedro Beltrao, Alvis Brazma, Oliver Stegle, David Adams, Lodewyk Wessels, Julio Saez-Rodriguez, Ultan McDermott, Jyoti Choudhary"
76829	12958413	"['Jacqueline M Lane', 'Jingjing Liang', 'Irma Vlasac', 'Simon G Anderson', 'David A Bechtold', 'Jack Bowden', 'Richard Emsley', 'Shubhroz Gill', 'Max A Little', 'AnneMarie I Luik', 'Andrew Loudon', 'Frank A.J.L. Scheer', 'Shaun M Purcell', 'Simon D Kyle', 'Deborah A Lawlor', 'Xiaofeng Zhu', 'Susan Redline', 'David W Ray', 'Martin K Rutter', 'Richa Saxena']"	bioRxiv	article	10.1101/082792	16.15	2016-10-24T00:00:00+00:00	2016	10	11	7	2	0.55	0.35	0.1	20	female	0.98			firstlast	"Jacqueline Lane, Jingjing Liang, Irma Vlasac, Simon Anderson, David Bechtold, Jack Bowden, Richard Emsley, Shubhroz Gill, Max Little, AnneMarie Luik, Andrew Loudon, Frank L, Shaun Purcell, Simon Kyle, Deborah Lawlor, Xiaofeng Zhu, Susan Redline, David Ray, Martin Rutter, Richa Saxena"
77174	4350737	"['Nicholas Mancuso', 'Nadin Rohland', 'Kristin Rand', 'Arti Tandon', 'Alexander Allen', 'Dominique Quinque', 'Swapan Mallick', 'Heng Li', 'Alex Stram', 'Xin Sheng', 'Zsofia Kote-Jarai', 'Douglas F Easton', 'Rosalind A Eeles', 'the PRACTICAL consortium', 'Loic Le Marchand', 'Alex Lubwama', 'Daniel Stram', 'Stephen Watya', 'David V Conti', 'Brian Henderson', 'Christopher Haiman', 'Bogdan Pasaniuc', 'David Reich']"	bioRxiv	article	10.1101/023440	6.25	2015-07-31T00:00:00+00:00	2015	7	18	5	0	0.782608696	0.217391304	0	23	male	0.99	male	0.99	firstlast	"Nicholas Mancuso, Nadin Rohland, Kristin Rand, Arti Tandon, Alexander Allen, Dominique Quinque, Swapan Mallick, Heng Li, Alex Stram, Xin Sheng, Zsofia Kote-Jarai, Douglas Easton, Rosalind Eeles, the PACTICAL, Loic Le, Alex Lubwama, Daniel Stram, Stephen Watya, David Conti, Brian Henderson, Christopher Haiman, Bogdan Pasaniuc, David Reich"
77266	40634132	"['Yann Sweeney', 'Samuel Barnes', 'Claudia Clopath']"	bioRxiv	article	10.1101/312926	2	2018-05-02T00:00:00+00:00	2018	5	2	1	0	0.666666667	0.333333333	0	3	male	0.98	female	0.98	firstlast	"Yann Sweeney, Samuel Barnes, Claudia Clopath"
77687	2086019	"['Irene Gallego Romero', 'Athma A. Pai', 'Jenny Tung', 'Yoav Gilad']"	bioRxiv	article	10.1101/002261	31.798	2014-01-30T00:00:00+00:00	2014	1	2	2	0	0.5	0.5	0	4	female	0.99	male	0.99	firstlast	"Irene Gallego, Athma Pai, Jenny Tung, Yoav Gilad"
77959	41349706	"['Mario Giorgi', 'Vivien Sotiriou', """"Niccolo' Fanchini"""", 'Simone Conigliaro', 'Cristina Bignardi', 'Niamh  C. Nowlan', """"Enrico Dall'Ara""""]"	bioRxiv	article	10.1101/321828	0.5	2018-05-14T00:00:00+00:00	2018	5	2	5	0	0.285714286	0.714285714	0	7	male	0.99	male	0.99	firstlast	"Mario Giorgi, Vivien Sotiriou, Niccolo NA, Fanchini Simone, Cristina Bignardi, Niamh Nowlan, Enrico Dall'Ara"
78104	34761281	"['Caroline T Cheung', 'Thaovi Nguyen', 'Aurelie Le Cam', 'Amelie Patinote', 'Laurent Journot', 'Christelle Reynes', 'Julien Bobe']"	bioRxiv	article	10.1101/286815	17.334	2018-03-23T00:00:00+00:00	2018	3	3	4	0	0.428571429	0.571428571	0	7	female	0.98	male	0.99	firstlast	"Caroline Cheung, Thaovi Nguyen, Aurelie Le, Amelie Patinote, Laurent Journot, Christelle Reynes, Julien Bobe"
79009	33792182	"['Owen Garland', 'Amanda Clare', 'Wayne Aubrey']"	bioRxiv	article	10.1101/273631	12.25	2018-02-28T00:00:00+00:00	2018	2	2	1	0	0.666666667	0.333333333	0	3	male	0.98	male	0.98	firstlast	"Owen Garland, Amanda Clare, Wayne Aubrey"
79099	17170570	"['Rasmus Magnusson', 'Guido Pio Mariotti', 'Mattias Kopsen', 'William Lovfors', 'Danuta R Gawel', 'Rebecka Jornsten', 'Jorg Linde', 'Torbjorn Nordling', 'Elin Nyman', 'Sylvie Schulze', 'Colm E Nestor', 'Huan Zhang', 'Gunnar Cedersund', 'Mikael Benson', 'Andreas Tjarnberg', 'Mika Gustafsson']"	bioRxiv	article	10.1101/115477	3.6	2017-03-09T00:00:00+00:00	2017	3	12	4	0	0.75	0.25	0	16	male	0.99	male	0.73	firstlast	"Rasmus Magnusson, Guido Pio, Mattias Kopsen, William Lovfors, Danuta Gawel, Rebecka Jornsten, Jorg Linde, Torbjorn Nordling, Elin Nyman, Sylvie Schulze, Colm Nestor, Huan Zhang, Gunnar Cedersund, Mikael Benson, Andreas Tjarnberg, Mika Gustafsson"
79150	30497512	"[""""Eamon B. O'Dea"""", 'John M. Drake']"	bioRxiv	article	10.1101/234658	14.1	2017-12-15T00:00:00+00:00	2017	12	1	0	0	1	0	0	1	male	0.98	male	0.98	firstlast	Eamon O'Dea John Drake
79821	41621526	"['Lauren Catalano', 'Erin Heerey', 'Jim Gold']"	bioRxiv	article	10.1101/319095	5.2	2018-05-15T00:00:00+00:00	2018	5	1	2	0	0.333333333	0.666666667	0	3	female	0.9	male	0.98	firstlast	"Lauren Catalano, Erin Heerey, Jim Gold"
81766	12493291	['Rahul Agarwal']	bioRxiv	article	10.1101/079665	3.75	2016-10-07T00:00:00+00:00	2016	10	1	0	0	1	0	0	1	male	0.99	male	0.99	firstlast	Rahul Agarwal
81951	4658273	"['Majid Mohammadi', 'Hossein Sharifi Noghabi', 'Ghosheh Abed Hodtani', 'Habib Rajabi Mashhadi']"	bioRxiv	article	10.1101/029538	2.5	2015-10-21T00:00:00+00:00	2015	10	4	0	0	1	0	0	4	male	0.98	male	0.97	firstlast	"Majid Mohammadi, Hossein Sharifi, Ghosheh Abed, Habib Rajabi"
84157	21208088	"['David A. Turissini', 'Daniel R. Matute']"	bioRxiv	article	10.1101/152421	28.864	2017-06-20T00:00:00+00:00	2017	6	2	0	0	1	0	0	2	male	0.99	male	0.99	firstlast	"David Turissini, Daniel Matute"
85675	4486136	"['Justina Zurauskiene', 'Christopher Yau']"	bioRxiv	article	10.1101/026385	5.5	2015-09-08T00:00:00+00:00	2015	9	1	1	0	0.5	0.5	0	2	female	0.98	male	0.99	firstlast	"Justina Zurauskiene, Christopher Yau"
86357	7136378	"['Irwin Jungreis', 'Clara S Chan', 'Robert M Waterhouse', 'Gabriel Fields', 'Michael F Lin', 'Manolis Kellis']"	bioRxiv	article	10.1101/051557	8.5	2016-05-03T00:00:00+00:00	2016	5	5	1	0	0.833333333	0.166666667	0	6	male	0.99	male	0.99	firstlast	"Irwin Jungreis, Clara Chan, Robert Waterhouse, Gabriel Fields, Michael Lin, Manolis Kellis"
86420	33718825	"['D. Sean Froese', 'Jola Kopec', 'Elzbieta Rembeza', 'Gustavo Arruda Bezerra', 'Anselm Oberholzer', 'Terttu Suormala', 'Seraina Lutz', 'Rod Chalk', 'Oktawia Borkowska', 'Matthias Baumgartner', 'Wyatt Yue']"	bioRxiv	article	10.1101/271593	1.6	2018-02-26T00:00:00+00:00	2018	2	5	5	1	0.454545455	0.454545455	0.090909091	11			male	0.99	firstlast	"D Sean, Jola Kopec, Elzbieta Rembeza, Gustavo Arruda, Anselm Oberholzer, Terttu Suormala, Seraina Lutz, Rod Chalk, Oktawia Borkowska, Matthias Baumgartner, Wyatt Yue"
90724	22264673	"['Anirban Bose', 'Sufi O Raja', 'Rajdeep Chowdhury', 'Somen Nandi', 'Sanhita Ray', 'Kankan Bhattacharyya', 'ANJAN Kr DASGUPTA']"	bioRxiv	article	10.1101/167122	1.25	2017-07-21T00:00:00+00:00	2017	7	5	2	0	0.714285714	0.285714286	0	7	male	1	female	0.81	firstlast	"Anirban Bose, Sufi Raja, Rajdeep Chowdhury, Somen Nandi, Sanhita Ray, Kankan Bhattacharyya, AJA Kr"
91374	14777130	"['Nicolas Alcala', 'Noah A Rosenberg']"	bioRxiv	article	10.1101/094433	11.3	2016-12-15T00:00:00+00:00	2016	12	2	0	0	1	0	0	2	male	0.99	male	0.88	firstlast	"Nicolas Alcala, Noah Rosenberg"
92207	18021992	['Adam L Bazinet']	bioRxiv	article	10.1101/119420	14.78	2017-03-22T00:00:00+00:00	2017	3	1	0	0	1	0	0	1	male	0.98	male	0.98	firstlast	Adam Bazinet
92551	13319841	"['Michael Schirner', 'Anthony Randal McIntosh', 'Viktor Jirsa', 'Gustavo Deco', 'Petra Ritter']"	bioRxiv	article	10.1101/085548	20.6	2016-11-03T00:00:00+00:00	2016	11	4	1	0	0.8	0.2	0	5	male	0.99	female	0.99	firstlast	"Michael Schirner, Anthony Randal, Viktor Jirsa, Gustavo Deco, Petra Ritter"
92754	30511404	"['Adrien Rapeaux', 'Emma Brunton', 'Kianoush Nazarpour', 'Timothy Constandinou']"	bioRxiv	article	10.1101/235135	7.1	2017-12-15T00:00:00+00:00	2017	12	2	1	1	0.5	0.25	0.25	4	male	0.98	male	0.99	firstlast	"Adrien Rapeaux, Emma Brunton, Kianoush Nazarpour, Timothy Constandinou"
95245	28872000	"['Breon M Schmidt', 'Nadia M Davidson', 'Anthony DK Hawkins', 'Ray Bartolo', 'Ian J Majewski', 'Paul G Ekert', 'Alicia Oshlack']"	bioRxiv	article	10.1101/218586	22.95	2017-11-13T00:00:00+00:00	2017	11	5	2	0	0.714285714	0.285714286	0	7	male	0.58	female	0.98	firstlast	"Breon Schmidt, Nadia Davidson, Anthony Hawkins, Ray Bartolo, Ian Majewski, Paul Ekert, Alicia Oshlack"
96702	21202960	"['Yang-Min Kim', 'Jean-Baptiste Poline', 'Guillaume Dumas']"	bioRxiv	article	10.1101/143503	79.634	2017-06-20T00:00:00+00:00	2017	6	3	0	0	1	0	0	3	male	0.57	male	0.99	firstlast	"Yang-Min Kim, Jean-Baptiste Poline, Guillaume Dumas"
97002	10448720	"['Rosemary Le', 'Nathan Witthoft', 'Michal Ben-Shachar', 'Brian Wandell']"	bioRxiv	article	10.1101/069369	1.25	2016-08-12T00:00:00+00:00	2016	8	3	1	0	0.75	0.25	0	4	female	0.97	male	0.99	firstlast	"Rosemary Le, Nathan Witthoft, Michal Ben-Shachar, Brian Wandell"
